"","filename","type","mood","do","sbj_type","adj","infl","k-class","clause_ID","year","author","wgr","large_region","lcinf","lclet","class"
"14689","1475_109_m1700","neg","decl","no","1sg","adj","no-infl","k-class",0.8,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14690","1475_109_m1700","aff","decl","no","NP","adj","infl","other",0.8,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14691","1475_109_m1700","aff","decl","no","3sg","adj","infl","other",0.9,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14692","1475_109_m1700","aff","decl","no","3sg","adj","infl","other",0.9,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14693","1475_109_m1700","aff","decl","no","1sg","adj","no-infl","other",0.1,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14694","1475_109_m1700","aff","decl","hv","3sg","adj","infl","other",0.1,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14700","1475_109_m1700","aff","decl","no","1sg","adj","no-infl","other",0.12,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14701","1475_109_m1700","aff","decl","be","conNSR","no-adj","no-infl","other",0.13,"1711","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Inverness","Professional"
"14709","1476_110_m1700","aff","decl","no","NP","no-adj","infl","other",0.2,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14711","1476_110_m1700","aff","decl","hv","conNSR","no-adj","no-infl","other",0.3,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14719","1476_110_m1700","aff","decl","be","NP","adj","no-infl","other",0.5,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14721","1476_110_m1700","neg","decl","yes","1sg","adj","no-infl","k-class",0.6,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14722","1476_110_m1700","aff","decl","no","3sg","adj","no-infl","other",0.6,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14727","1476_110_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.7,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14728","1476_110_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.7,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14731","1476_110_m1700","aff","decl","be","3sg","adj","infl","other",0.7,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14732","1476_110_m1700","aff","decl","be","NP","no-adj","no-infl","other",0.8,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14737","1476_110_m1700","aff","decl","be","1sg","adj","no-infl","other",0.9,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14751","1477_111_m1700","aff","decl","no","NP","adj","infl","k-class",0.3,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14758","1477_111_m1700","aff","decl","be","1sg","adj","no-infl","other",0.4,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14761","1477_111_m1700","aff","decl","no","1sg","adj","no-infl","other",0.4,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14763","1477_111_m1700","aff","decl","be","1sg","adj","no-infl","other",0.5,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14765","1477_111_m1700","aff","decl","be","NP","no-adj","infl","other",0.6,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14768","1477_111_m1700","aff","decl","be","3sg","adj","infl","other",0.7,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14775","1477_111_m1700","aff","decl","no","1sg","adj","no-infl","other",0.8,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14776","1477_111_m1700","aff","decl","no","plNP","adj","infl","other",0.8,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14779","1477_111_m1700","aff","decl","no","1sg","adj","no-infl","other",0.9,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14780","1477_111_m1700","aff","decl","no","NP","adj","infl","k-class",0.9,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14781","1477_111_m1700","aff","decl","be","3sg","adj","infl","other",0.9,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14782","1477_111_m1700","aff","decl","no","NP","adj","no-infl","other",0.9,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14784","1477_111_m1700","aff","decl","no","NP","adj","infl","other",0.1,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14785","1477_111_m1700","aff","decl","be","3sg","adj","infl","other",0.1,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14789","1477_111_m1700","aff","decl","be","1sg","adj","no-infl","other",0.12,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14793","1477_111_m1700","aff","decl","hv","pl","adj","no-infl","other",0.13,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14795","1477_111_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.14,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14796","1477_111_m1700","aff","decl","be","1sg","adj","no-infl","other",0.14,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14797","1477_111_m1700","aff","decl","no","1sg","adj","no-infl","other",0.14,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14798","1477_111_m1700","aff","decl","be","1sg","adj","no-infl","other",0.15,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14807","1477_111_m1700","neg","decl","yes","1sg","adj","no-infl","k-class",0.16,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14808","1477_111_m1700","aff","decl","be","NP","adj","infl","other",0.16,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14809","1477_111_m1700","neg","decl","yes","1sg","adj","no-infl","other",0.17,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14810","1477_111_m1700","aff","decl","no","NP","adj","infl","other",0.17,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14811","1477_111_m1700","neg","decl","yes","1sg","adj","no-infl","other",0.18,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14816","1477_111_m1700","aff","decl","be","3sg","adj","no-infl","other",0.19,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14817","1477_111_m1700","aff","decl","no","3sg","adj","no-infl","other",0.19,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14821","1477_111_m1700","aff","decl","be","1sg","adj","no-infl","other",0.19,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14822","1477_111_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.2,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14826","1477_111_m1700","aff","decl","be","NP","adj","no-infl","other",0.2,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14827","1477_111_m1700","aff","decl","no","conNO","no-adj","infl","other",0.2,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14828","1477_111_m1700","aff","decl","no","1sg","adj","no-infl","other",0.21,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14831","1477_111_m1700","aff","decl","be","NP","adj","infl","other",0.21,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14832","1477_111_m1700","aff","decl","no","NP","adj","infl","k-class",0.22,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14833","1477_111_m1700","aff","decl","be","NP","no-adj","infl","other",0.23,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14841","1477_111_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.24,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14842","1477_111_m1700","aff","decl","hv","conNSR","no-adj","no-infl","other",0.25,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14848","1477_111_m1700","aff","decl","no","1sg","adj","no-infl","other",0.26,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14850","1477_111_m1700","aff","decl","be","3sg","adj","infl","other",0.26,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14857","1477_111_m1700","aff","decl","no","3sg","adj","infl","other",0.26,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14868","1477_111_m1700","aff","decl","be","1sg","adj","no-infl","other",0.3,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14873","1477_111_m1700","aff","decl","be","pl","null-adj","no-infl","other",0.31,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14882","1477_111_m1700","aff","decl","be","3sg","adj","infl","other",0.33,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14883","1477_111_m1700","aff","decl","be","NP","no-adj","infl","other",0.33,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14886","1477_111_m1700","aff","decl","no","3sg","adj","infl","other",0.33,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14889","1477_111_m1700","aff","decl","no","1sg","adj","no-infl","other",0.34,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14892","1477_111_m1700","aff","decl","be","NP","adj","no-infl","other",0.34,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14897","1477_111_m1700","aff","decl","no","plNP","adj","no-infl","other",0.35,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14900","1477_111_m1700","aff","decl","be","NP","adj","infl","other",0.35,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14901","1477_111_m1700","neg","decl","hv","1sg","adj","no-infl","other",0.35,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14904","1477_111_m1700","aff","decl","be","conNSR","no-adj","no-infl","other",0.37,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14908","1477_111_m1700","aff","decl","no","3sg","adj","infl","other",0.37,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14909","1477_111_m1700","aff","decl","no","conNO","no-adj","infl","other",0.37,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14910","1477_111_m1700","aff","decl","be","NP","adj","infl","other",0.37,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14912","1477_111_m1700","aff","decl","no","1sg","adj","no-infl","other",0.38,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14913","1477_111_m1700","aff","decl","no","3sg","adj","infl","other",0.38,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14914","1477_111_m1700","aff","decl","be","1sg","adj","no-infl","other",0.39,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14921","1477_111_m1700","aff","decl","no","NP","weak-adj","no-infl","other",0.4,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14925","1477_111_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.41,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14926","1477_111_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.42,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14932","1477_111_m1700","aff","decl","no","1sg","adj","no-infl","other",0.43,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14933","1477_111_m1700","aff","decl","be","1sg","adj","no-infl","other",0.44,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14934","1477_111_m1700","aff","decl","be","NP","adj","infl","other",0.44,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14936","1477_111_m1700","aff","decl","be","NP","adj","infl","other",0.44,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14937","1477_111_m1700","aff","decl","no","1sg","adj","no-infl","k-class",0.45,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14950","1477_111_m1700","aff","decl","hv","NP","no-adj","no-infl","other",0.47,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14956","1477_111_m1700","aff","decl","hv","NP","adj","infl","other",0.48,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14958","1477_111_m1700","aff","decl","no","1sg","adj","no-infl","other",0.48,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14966","1477_111_m1700","aff","decl","no","3sg","adj","infl","other",0.5,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14967","1477_111_m1700","aff","decl","hv","3sg","adj","no-infl","other",0.51,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14970","1477_111_m1700","aff","decl","be","conNO","no-adj","no-infl","other",0.52,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14973","1477_111_m1700","aff","decl","be","1sg","adj","no-infl","other",0.53,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14977","1477_111_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.56,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14983","1478_112_m1700","aff","decl","hv","1sg","adj","no-infl","other",0.3,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14986","1478_112_m1700","aff","decl","no","1sg","adj","no-infl","other",0.4,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
"14987","1478_112_m1700","aff","decl","hv","NP","adj","infl","other",0.4,"1712","AlexanderRoss,Solicitor","male","Unspecified","Unspecified","Edinburgh","Professional"
